1,26724
2,25761
3,26983
4,26993
5,27072
6,30113
7,26198
8,34421
9,31745
10,17407
11,25542
12,23358
13,30028
14,33492
15,32162
16,24196
17,23120
18,7524
19,17272
20,17025
21,23725
22,13677
23,26005
24,18362
25,18750
26,20568
27,13728
28,19905
29,15416
30,15580
31,10429
32,25082
33,30545
34,18975
35,26997
36,23947
37,28373
38,22369
39,23496
40,22802
41,27416
42,20544
43,20864
44,24205
45,26434
46,26833
47,36645
48,36518
49,24246.76
50,32647.24
51,42232.89076
52,29507.10924
53,32358
54,34003
55,37374
56,34697
57,40151
58,39629
59,43591
60,36367
61,26792
62,56095
63,35074
64,35172
65,35975
66,22076
67,35781
68,47337
69,32662
70,30836
71,51987
72,68327
73,44201
74,34977
75,20959
76,23599
77,30540
78,32115
79,36060
80,29287
81,43487
82,39744
83,44061
84,26498
85,26609
86,37653
87,40927
88,35606
89,41198
90,46449
91,34902
92,41743
93,47737
94,34498
95,67486
96,47726
97,26180
98,21236
99,21775
100,20105
101,22381
102,15128
103,20230
104,18296
105,20209
106,11774
107,32080
108,35401
109,10337
110,17932
111,16959
112,21038
113,20731
114,29994
115,26063
116,30505
117,30909
118,28469
119,25997
120,22930
121,23168
122,24739
123,37906
124,15796
125,10623
126,23976
127,15396
128,15911
129,26146
130,23012
131,18676
132,25759
133,21838
134,31578
135,45126
136,42158
137,50170
138,50156
139,57696
140,47292
141,44319
142,39180
143,52320
144,43812
145,28559
146,32004
147,47586
148,46762
149,68467
150,69915
151,69914
152,40369
153,62992
154,56202
155,55891
156,53166
157,42946
158,47082
159,82557
160,76111
161,88996
162,88390
163,42949
164,78813
165,69061
166,70165
167,77133
168,74519
169,74822
170,45937
171,71796
172,81358
173,90962
174,74253
175,85348
176,89209
177,94749
178,84903
179,78641
180,111622
181,87236
182,96670
183,98389
184,109131
185,109671
186,91950
187,106796
188,98573
189,99574
190,96549
191,67374
192,45689
193,51204
194,56122
195,97386
196,111851
197,141235
198,135120
199,105043
200,88832
201,125151
202,95678
203,92862
204,90967
205,72644
206,89809
207,93650
208,114055
209,127536
210,120558
211,113975
212,116241
213,114036
214,111016
215,103689
216,95299
217,105351
218,116531
219,128149
220,126251
221,156719
222,145173
223,140719
224,140466
225,130066
226,128988
227,123355
228,111145
229,120660
230,118441
231,136824
232,117426
233,135645
234,134850
235,113122
236,135710
237,149394
238,107144
239,128198
240,107237
241,104030
242,113454
243,123737
244,129209
245,133466
246,112624
247,119061
248,134428
249,127767
250,116364
251,127336
252,107079
253,78920
254,93699
255,104834
256,105661
257,133953
258,139552
259,134643
260,131484
261,142118
262,128331
263,125705
264,116105
265,80642
266,91506
267,118931
268,133606
269,135763
270,134335
271,141452
272,140268
273,134172
274,134854
275,120593
276,117313
277,106420
278,115876
279,148935
280,126526
281,127732
282,139656
283,124394
284,138408
285,122075
286,134736
287,147784
288,140408
289,121862
290,167478
291,196566
292,182396
293,145453
294,144408
295,146842
296,163613
297,178128
298,117073
299,120734
300,119001
301,102387
302,132277
303,134308
304,125206
305,154410
306,128846
307,142677
308,126659
309,115871
310,87540
311,110783
312,99736
313,103901
314,119082
